id,key,action,rhythm,dwell_time,flight_time,up_down_time,session_duration,user_id,timestamp
3216.0,n,release,0.078229904,0.08481169,0.21831727,0.21831727,0.17509818,1.0,2025-01-22 02:58:15.612419+00
3217.0,@,release,0.13489127,0.08715725,-0.018811703,-0.018811703,0.1799233,1.0,2025-01-22 02:58:15.617238+00
3218.0,Key.shift,release,0.5654714,0.07283306,0.14426374,0.14426374,0.1843524,1.0,2025-01-22 02:58:15.621676+00
3219.0,g,release,0.0833621,0.088341,-0.026913881,-0.026913881,0.18914294,1.0,2025-01-22 02:58:15.626462+00
3220.0,i,release,0.05169964,0.16884422,0.82735825,0.82735825,0.19370818,1.0,2025-01-22 02:58:15.631025+00
3221.0,l,release,0.08525491,0.11899495,-0.24971437,-0.24971437,0.19842696,1.0,2025-01-22 02:58:15.635749+00
3222.0,c,release,0.095389366,0.34410286,0.153368,0.153368,0.20272827,1.0,2025-01-22 02:58:15.640066+00
3223.0,o,release,0.08713269,0.07645488,0.09322739,0.09322739,0.20744777,1.0,2025-01-22 02:58:15.644777+00
3224.0,E,release,0.10491133,0.062870026,0.1793971,0.1793971,0.21217704,1.0,2025-01-22 02:58:15.649502+00
3225.0,Key.ctrl,release,-35.771294,1.0293958,7.760768,7.760768,9.775162e-06,1.0,2025-01-22 03:15:53.81758+00
3226.0,j,release,0.07568979,0.07568979,0.06723404,0.06723404,0.017528534,1.0,2025-01-22 03:15:53.83388+00
3227.0,u,release,0.050733805,0.06893015,0.077215195,0.077215195,0.030684233,1.0,2025-01-22 03:15:53.846542+00
3228.0,m,release,0.08475113,0.10279274,-0.024543762,-0.024543762,0.037840605,1.0,2025-01-22 03:15:53.852864+00
3229.0,a,release,0.12335873,0.16582441,2.058267,2.058267,0.04287815,1.0,2025-01-22 03:15:53.857841+00
3230.0,.,release,0.07092953,0.052500486,0.19401288,0.19401288,0.047235012,1.0,2025-01-22 03:15:53.862186+00
3231.0,h,release,0.048655033,0.048655033,0.020406008,0.020406008,0.051729918,1.0,2025-01-22 03:15:53.866682+00
3232.0,r,release,0.06110096,0.091588974,0.24644732,0.24644732,0.0562253,1.0,2025-01-22 03:15:53.87117+00
3233.0,n,release,0.09282994,0.096022606,-0.01966238,-0.01966238,0.061614513,1.0,2025-01-22 03:15:53.876587+00
3234.0,@,release,0.15920663,0.050733805,0.1275096,0.1275096,0.06611633,1.0,2025-01-22 03:15:53.881064+00
3235.0,Key.shift,release,0.62217283,0.09282994,-0.020366907,-0.020366907,0.070934296,1.0,2025-01-22 03:15:53.885954+00
3236.0,g,release,0.068879366,0.121589184,1.8209324,1.8209324,0.075341225,1.0,2025-01-22 03:15:53.890296+00
3237.0,i,release,0.06910372,0.09923172,-0.41731834,-0.41731834,0.07993603,1.0,2025-01-22 03:15:53.894873+00
3238.0,l,release,0.07287502,0.4784007,0.18810153,0.18810153,0.083982944,1.0,2025-01-22 03:15:53.898916+00
3239.0,c,release,0.06648183,0.05257058,0.11467743,0.11467743,0.08871341,1.0,2025-01-22 03:15:53.903666+00
3240.0,o,release,0.06861234,0.079668045,0.20298696,0.20298696,0.09344816,1.0,2025-01-22 03:15:53.908384+00
3241.0,W,release,0.10099411,0.11915445,0.8060515,0.8060515,0.09782815,1.0,2025-01-22 03:15:53.912766+00
3242.0,Key.backspace,release,0.08071852,0.06910372,0.081238985,0.081238985,0.10254598,1.0,2025-01-22 03:15:53.917485+00
3243.0,E,release,0.0952003,0.07287502,0.28555655,0.28555655,0.10681248,1.0,2025-01-22 03:15:53.921752+00
3244.0,D,release,0.16127229,0.07092953,0.40846372,0.40846372,0.11147618,1.0,2025-01-22 03:15:53.926416+00
3245.0,A,release,0.14736414,0.114233494,0.027989626,0.027989626,0.115856886,1.0,2025-01-22 03:15:53.9308+00
3246.0,R,release,0.09075093,0.06861234,0.10542107,0.10542107,0.12110448,1.0,2025-01-22 03:15:53.936052+00
3247.0,e,release,0.106585026,0.08475113,3.3935506,3.3935506,0.1251266,1.0,2025-01-22 03:15:53.940063+00
3248.0,1,release,0.10138726,0.09698081,0.70258,0.70258,0.12972188,1.0,2025-01-22 03:15:53.944676+00
3249.0,9,release,0.085651636,0.08071852,0.2849064,0.2849064,0.13389897,1.0,2025-01-22 03:15:53.948837+00
3250.0,8,release,0.06277847,0.0952003,0.17278981,0.17278981,0.13844538,1.0,2025-01-22 03:15:53.953382+00
3251.0,Key.enter,release,0.086746216,0.11293101,0.16013765,0.16013765,0.14292288,1.0,2025-01-22 03:15:53.957985+00
3252.0,o,release,0.024760246,0.067447186,5.933075,5.933075,4.529953e-06,1.0,2025-01-22 05:57:45.885409+00
3253.0,p,release,0.06672478,0.06672478,5.495594,5.495594,0.013889074,1.0,2025-01-22 05:57:45.899717+00
3254.0,Key.home,release,0.068110704,0.068110704,0.08115935,0.08115935,0.025342941,1.0,2025-01-22 05:57:45.911089+00
3255.0,Key.up,release,0.065032005,0.09005427,8.998697,8.998697,0.0364213,1.0,2025-01-22 05:57:45.922088+00
3256.0,Key.down,release,0.05197835,0.05197835,0.09164953,0.09164953,0.048001528,1.0,2025-01-22 05:57:45.933701+00
3257.0,Key.page_down,release,0.040472984,0.040472984,0.09569454,0.09569454,0.05826235,1.0,2025-01-22 05:57:45.943931+00
3258.0,<65437>,release,0.054490328,0.062761545,0.062919855,0.062919855,0.06926012,1.0,2025-01-22 05:57:45.954927+00
3259.0,Key.right,release,0.058517456,0.07096934,0.10240412,0.10240412,0.07946944,1.0,2025-01-22 05:57:45.965142+00
3455.0,,release,0.10162592,,,,,,2025-03-21 06:24:25.215985+00
3260.0,Key.page_up,release,0.05850768,0.065032005,0.23635483,0.23635483,0.089901924,1.0,2025-01-22 05:57:45.975576+00
3261.0,m,release,0.0626533,0.07278681,0.12669921,0.12669921,0.100078106,1.0,2025-01-22 05:57:45.985758+00
3262.0,u,release,0.061030626,0.054490328,0.29680967,0.29680967,0.11068869,1.0,2025-01-22 05:57:45.996375+00
3263.0,t,release,0.045529127,0.058517456,0.49255466,0.49255466,0.121001005,1.0,2025-01-22 05:57:46.006642+00
3264.0,a,release,0.10403657,0.05850768,5.167401,5.167401,0.13170433,1.0,2025-01-22 05:57:46.017412+00
3265.0,b,release,0.058055878,0.0647831,0.090343,0.090343,0.1423552,1.0,2025-01-22 05:57:46.028171+00
3266.0,z,release,0.08289719,0.06884289,0.11365485,0.11365485,0.15238738,1.0,2025-01-22 05:57:46.038218+00
3267.0,P,release,0.036581516,0.01980114,0.10403824,0.10403824,0.16233945,1.0,2025-01-22 05:57:46.048021+00
3268.0,Key.shift,release,0.16706538,0.057146072,0.008593321,0.008593321,0.17281604,1.0,2025-01-22 05:57:46.059085+00
3269.0,y,release,0.06459665,0.057156324,0.16388345,0.16388345,0.18490028,1.0,2025-01-22 05:57:46.070929+00
3270.0,r,release,0.057112217,0.08289719,-0.20988226,-0.20988226,0.19692922,1.0,2025-01-22 05:57:46.08295+00
3271.0,Key.space,release,0.06590748,0.06590748,2.4695673,2.4695673,3.5762787e-06,1.0,2025-01-22 06:29:59.312567+00
3272.0,k,release,0.07086754,0.07086754,0.14347744,0.14347744,0.009946346,1.0,2025-01-22 06:29:59.322703+00
3273.0,u,release,0.076966524,0.076966524,0.08021021,0.08021021,0.01818633,1.0,2025-01-22 06:29:59.330935+00
3274.0,i,release,0.112345934,0.112345934,0.014123201,0.014123201,0.027162313,1.0,2025-01-22 06:29:59.33988+00
3275.0,w,release,0.16399217,0.16399217,2.4491918,2.4491918,0.036505938,1.0,2025-01-22 06:29:59.349182+00
3276.0,Key.backspace,release,0.08605051,0.060261726,0.08989191,0.08989191,7.390976e-06,1.0,2025-01-22 07:02:48.66336+00
3277.0,m,release,0.08020496,0.07902002,0.17899919,0.17899919,0.024228334,1.0,2025-01-22 07:02:48.686715+00
3278.0,a,release,0.11787367,0.072724104,0.058944464,0.058944464,0.03773284,1.0,2025-01-22 07:02:48.700364+00
3279.0,g,release,0.062439203,0.060709238,0.080672026,0.080672026,0.050061464,1.0,2025-01-22 07:02:48.712353+00
3280.0,i,release,0.067029476,0.0706408,0.07316685,0.07316685,0.062437534,1.0,2025-01-22 07:02:48.724737+00
3281.0,l,release,0.07440567,0.084961414,0.057106256,0.057106256,0.07429457,1.0,2025-01-22 07:02:48.736588+00
3282.0,.,release,0.11373448,0.13232589,0.18873882,0.18873882,0.086609125,1.0,2025-01-22 07:02:48.748827+00
3283.0,c,release,-13.538098,0.095035076,0.08216214,0.08216214,0.09642887,1.0,2025-01-22 07:02:48.758067+00
3284.0,o,release,0.068903446,0.089078665,0.20932794,0.20932794,0.105471134,1.0,2025-01-22 07:02:48.767318+00
3285.0,8,release,0.03270006,0.07032442,-0.145123,-0.145123,0.115520954,1.0,2025-01-22 07:02:48.777219+00
3286.0,Key.enter,release,0.14153671,0.15317607,0.55501413,0.55501413,0.12253761,1.0,2025-01-22 07:02:48.783792+00
3287.0,Key.print_screen,release,0.2846527,0.23317838,-0.4473493,-0.4473493,1.001358e-05,1.0,2025-01-22 07:10:00.665269+00
3288.0,Key.cmd,release,0.3217721,0.5198364,3.4497998,3.4497998,0.018755674,1.0,2025-01-22 07:10:00.683546+00
3289.0,9,release,0.08306694,0.2846527,3.4713979,3.4713979,0.0400455,1.0,2025-01-22 07:10:00.704839+00
3290.0,0,release,0.21579957,0.3217721,55.65086,55.65086,0.051722527,1.0,2025-01-22 07:10:00.716275+00
3291.0,8,release,0.23935843,0.08306694,0.06292486,0.06292486,0.06406808,1.0,2025-01-22 07:10:00.728712+00
3292.0,7,release,0.22422004,0.073943615,0.09515977,0.09515977,0.07504511,1.0,2025-01-22 07:10:00.739048+00
3293.0,5,release,0.08718848,0.08344269,0.2885275,0.2885275,0.08320522,1.0,2025-01-22 07:10:00.746954+00
3294.0,6,release,0.09983635,0.060356617,0.066117525,0.066117525,0.09113383,1.0,2025-01-22 07:10:00.754913+00
3295.0,3,release,0.054782867,0.1054852,0.028508425,0.028508425,0.098483086,1.0,2025-01-22 07:10:00.76195+00
3296.0,2,release,0.310601,0.08718848,0.0032444,0.0032444,0.10349083,1.0,2025-01-22 07:10:00.766832+00
3297.0,1,release,0.38072777,0.08316326,0.06821537,0.06821537,0.10866308,1.0,2025-01-22 07:10:00.77201+00
